suite,problem,maximize,objective,feasible,proven,elapsedMs,budgetMs,format,structure,numGlobal,numLinear,boolHeavy
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_opers/normalized-fir05_area_opers,false,35.0,true,false,20350,20000,opb,pseudo-boolean,0,11967,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_opers/normalized-fir06_area_opers,false,26.0,true,false,20322,20000,opb,pseudo-boolean,0,23299,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_opers/normalized-fir07_area_opers,false,34.0,true,false,20349,20000,opb,pseudo-boolean,0,51661,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_opers/normalized-fir08_area_opers,false,53.0,true,false,20359,20000,opb,pseudo-boolean,0,469078,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_opers/normalized-fir09_area_opers,false,43.0,true,false,20357,20000,opb,pseudo-boolean,0,59373,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_opers/normalized-fir10_area_opers,false,56.0,true,false,20360,20000,opb,pseudo-boolean,0,176989,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir02_area_partials,false,19.0,true,true,354,20000,opb,pseudo-boolean,0,192,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir03_area_partials,false,18.0,true,true,351,20000,opb,pseudo-boolean,0,4576,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir04_area_partials,false,30.0,true,true,342,20000,opb,pseudo-boolean,0,70,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir05_area_partials,false,36.0,true,true,354,20000,opb,pseudo-boolean,0,1562,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir06_area_partials,false,24.0,true,true,341,20000,opb,pseudo-boolean,0,1851,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir07_area_partials,false,33.0,true,true,364,20000,opb,pseudo-boolean,0,420,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir08_area_partials,false,54.0,true,false,20369,20000,opb,pseudo-boolean,0,174551,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir09_area_partials,false,35.0,true,true,1132,20000,opb,pseudo-boolean,0,20189,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/area_partials/normalized-fir10_area_partials,false,53.0,true,false,20323,20000,opb,pseudo-boolean,0,7289,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_1,false,30.0,true,false,20345,20000,opb,pseudo-boolean,0,79747,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_10,false,31.0,true,false,20330,20000,opb,pseudo-boolean,0,154320,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_2,false,25.0,true,false,20339,20000,opb,pseudo-boolean,0,32299,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_3,false,30.0,true,false,20326,20000,opb,pseudo-boolean,0,21402,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_4,false,33.0,true,false,20364,20000,opb,pseudo-boolean,0,388957,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_5,false,28.0,true,false,20361,20000,opb,pseudo-boolean,0,19320,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_6,false,27.0,true,false,20349,20000,opb,pseudo-boolean,0,21279,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_7,false,28.0,true,false,20368,20000,opb,pseudo-boolean,0,47890,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_8,false,25.0,true,false,20350,20000,opb,pseudo-boolean,0,15121,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/decomp/normalized-matrix_5x3_9,false,,,false,10000,10000,,,,,
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/trarea_ac/normalized-fir01_trarea_ac,false,13949.0,true,true,469,20000,opb,pseudo-boolean,0,352,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/aksoy/trarea_ac/normalized-fir02_trarea_ac,false,25446.0,true,false,20333,20000,opb,pseudo-boolean,0,1035,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_001_area_delay,false,41.0,true,false,20333,20000,opb,pseudo-boolean,0,36631,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_002_area_delay,false,41.0,true,false,20331,20000,opb,pseudo-boolean,0,18114,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_003_area_delay,false,38.0,true,false,20360,20000,opb,pseudo-boolean,0,22904,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_004_area_delay,false,48.0,true,false,20405,20000,opb,pseudo-boolean,0,17412,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_005_area_delay,false,33.0,true,false,20344,20000,opb,pseudo-boolean,0,123452,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_006_area_delay,false,23.0,true,false,20347,20000,opb,pseudo-boolean,0,7697,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_007_area_delay,false,50.0,true,false,20336,20000,opb,pseudo-boolean,0,36510,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_008_area_delay,false,32.0,true,false,20348,20000,opb,pseudo-boolean,0,11098,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_009_area_delay,false,27.0,true,false,20336,20000,opb,pseudo-boolean,0,19001,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_010_area_delay,false,48.0,true,false,20335,20000,opb,pseudo-boolean,0,36748,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_011_area_delay,false,40.0,true,false,20356,20000,opb,pseudo-boolean,0,43327,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_012_area_delay,false,36.0,true,false,20369,20000,opb,pseudo-boolean,0,49840,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_013_area_delay,false,25.0,true,false,20343,20000,opb,pseudo-boolean,0,145575,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_014_area_delay,false,42.0,true,false,20325,20000,opb,pseudo-boolean,0,15615,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_015_area_delay,false,40.0,true,false,20339,20000,opb,pseudo-boolean,0,24319,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_016_area_delay,false,29.0,true,false,20352,20000,opb,pseudo-boolean,0,31057,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_017_area_delay,false,41.0,true,false,20337,20000,opb,pseudo-boolean,0,29892,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_018_area_delay,false,29.0,true,false,20321,20000,opb,pseudo-boolean,0,8923,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_019_area_delay,false,38.0,true,false,20388,20000,opb,pseudo-boolean,0,23271,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_020_area_delay,false,29.0,true,false,20334,20000,opb,pseudo-boolean,0,12662,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_021_area_delay,false,33.0,true,false,20347,20000,opb,pseudo-boolean,0,28774,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_022_area_delay,false,33.0,true,false,20331,20000,opb,pseudo-boolean,0,23836,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_023_area_delay,false,29.0,true,false,20351,20000,opb,pseudo-boolean,0,134120,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_024_area_delay,false,37.0,true,false,20361,20000,opb,pseudo-boolean,0,9002,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_025_area_delay,false,32.0,true,false,20379,20000,opb,pseudo-boolean,0,117025,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_026_area_delay,false,35.0,true,false,20339,20000,opb,pseudo-boolean,0,41687,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_027_area_delay,false,32.0,true,false,20352,20000,opb,pseudo-boolean,0,27497,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_028_area_delay,false,65.0,true,false,20346,20000,opb,pseudo-boolean,0,118986,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_029_area_delay,false,28.0,true,false,20363,20000,opb,pseudo-boolean,0,123774,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/manquinho/areaDelay/normalized-f20c10b_030_area_delay,false,33.0,true,false,20332,20000,opb,pseudo-boolean,0,12694,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/poldner/PB/testset/normalized-10_20,false,8034.0,true,true,2592,20000,opb,pseudo-boolean,0,221,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/poldner/PB/testset/normalized-11_22,false,9657.0,true,false,20343,20000,opb,pseudo-boolean,0,265,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/poldner/PB/testset/normalized-5_10,false,3951.0,true,true,339,20000,opb,pseudo-boolean,0,61,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/poldner/PB/testset/normalized-6_12,false,5867.0,true,true,383,20000,opb,pseudo-boolean,0,85,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/poldner/PB/testset/normalized-7_14,false,5148.0,true,true,517,20000,opb,pseudo-boolean,0,113,true
pb07-other,OPT-SMALLINT-LIN/submittedPB07/poldner/PB/testset/normalized-8_16,false,5980.0,true,false,20343,20000,opb,pseudo-boolean,0,145,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_25_1,false,-30.0,true,false,20407,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_25_2,false,-28.0,true,false,20357,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_25_3,false,-37.0,true,false,20352,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_25_4,false,-35.0,true,false,20362,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_25_5,false,-35.0,true,false,20338,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_60_1,false,-23.0,true,false,20355,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_60_2,false,-17.0,true,false,20349,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_60_3,false,-20.0,true,false,20364,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_60_4,false,-16.0,true,false,20361,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_1000_60_5,false,-23.0,true,false,20347,20000,opb,pseudo-boolean,0,3002,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_10_1,false,-24.0,true,false,20379,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_10_2,false,-22.0,true,false,20346,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_10_3,false,-22.0,true,false,20337,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_10_4,false,-22.0,true,false,20353,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_10_5,false,-23.0,true,false,20334,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_25_1,false,-13.0,true,false,20350,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_25_2,false,-13.0,true,false,20336,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_25_3,false,-13.0,true,false,20337,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_25_4,false,-13.0,true,false,20348,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_100_25_5,false,-13.0,true,false,20345,20000,opb,pseudo-boolean,0,302,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_10_4_1,false,-3.0,true,true,348,20000,opb,pseudo-boolean,0,32,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_10_4_2,false,-3.0,true,true,365,20000,opb,pseudo-boolean,0,32,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_10_4_3,false,-3.0,true,true,347,20000,opb,pseudo-boolean,0,32,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_10_4_4,false,-4.0,true,true,395,20000,opb,pseudo-boolean,0,32,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_10_4_5,false,-4.0,true,true,408,20000,opb,pseudo-boolean,0,32,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_10_1,false,-40.0,true,false,20419,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_10_2,false,-41.0,true,false,20335,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_10_3,false,-42.0,true,false,20369,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_10_4,false,-41.0,true,false,20380,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_10_5,false,-39.0,true,false,20432,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_25_1,false,-23.0,true,false,20416,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_25_2,false,-23.0,true,false,20402,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_25_3,false,-23.0,true,false,20366,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_25_4,false,-23.0,true,false,20388,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_200_25_5,false,-24.0,true,false,20377,20000,opb,pseudo-boolean,0,602,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_10_1,false,-63.0,true,false,20453,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_10_2,false,-58.0,true,false,20346,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_10_3,false,-56.0,true,false,20361,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_10_4,false,-62.0,true,false,20328,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_10_5,false,-58.0,true,false,20390,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_25_1,false,-30.0,true,false,20505,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_25_2,false,-27.0,true,false,20535,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_25_3,false,-31.0,true,false,20469,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_25_4,false,-24.0,true,false,20540,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_25_5,false,-31.0,true,false,20434,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_60_1,false,-27.0,true,false,20460,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_60_2,false,-19.0,true,false,20383,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_60_3,false,-20.0,true,false,20386,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_60_4,false,-16.0,true,false,20379,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_500_60_5,false,-19.0,true,false,20581,20000,opb,pseudo-boolean,0,1502,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_10_1,false,-14.0,true,false,20490,20000,opb,pseudo-boolean,0,152,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_10_2,false,-12.0,true,false,20616,20000,opb,pseudo-boolean,0,152,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_10_3,false,-13.0,true,false,20529,20000,opb,pseudo-boolean,0,152,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_10_4,false,-13.0,true,false,20465,20000,opb,pseudo-boolean,0,152,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_10_5,false,-13.0,true,false,20426,20000,opb,pseudo-boolean,0,152,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_25_1,false,-6.0,true,false,20517,20000,opb,pseudo-boolean,0,152,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_25_2,false,-7.0,true,false,20501,20000,opb,pseudo-boolean,0,152,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_25_3,false,-7.0,true,false,20511,20000,opb,pseudo-boolean,0,152,true
pb07-other,OPT-SMALLINT-NLC/submittedPB07/manquinho/bsg/normalized-bsg_50_25_4,false,-7.0,true,false,20477,20000,opb,pseudo-boolean,0,152,true
